App,Feature Id,Feature Title,Feature Description,Release Date
Zoom,Feature_00130,Personalized speech denoise,"To provide the best audio quality possible for Zoom Meetings in busy environments, users can configure Personalized Denoise in the desktop client audio settings directly, which will capture and analyze a clip of your audio from meetings to differentiate your voice from and suppress background noise in meetings. Zoom does not receive or retain this clip or analysis, which stays on your device and is only used for noise suppression in meetings you join.",2023-08-21
Zoom,Feature_00131,Use Zoom Calendar mouse shortcuts when creating an event,"When creating an event in the main calendar view, users only have to click a time slot once to see the scheduler pop-up window. When users click a time slot twice, the full scheduler page will appear.",2023-08-21
Zoom,Feature_00132,Remove Submit Feedback form for Zoom Calendar,The Submit Feedback option in the Zoom Calendar client dropdown menu will be removed. Users can now submit feedback on the form that is used for all product areas.,2023-08-21
Zoom,Feature_00133,Compose or refine emails with Zoom AI Companion,"Users can access Zoom AI Companion for Mail to enter a prompt and generate emails. When responding to an email thread, users can generate an email using information from the thread and/or an inputted prompt. Users can enable or disable the Zoom AI Companion for Mail integration.",2023-08-21
Zoom,Feature_00134,View meeting conflicts on email invite,"When a user receives an email invitation for a meeting, they can view their schedule around the proposed meeting time and whether they have a conflict or not.",2023-08-21
Zoom,Feature_00135,Create and share email templates,"Users can create templates and share them with their organization. They can select users from their organization by individual, group, chat channel, or include the entire organization. Users can make changes, delete, and limit permissions for the shared templates. Additionally, users can share any existing templates.",2023-08-21
Zoom,Feature_00136,Support for Virtual Backgrounds,Account owners and admins can upload images to create a Virtual Background library for agents. Agents to view and apply virtual backgrounds in the Zoom desktop client on Windows.,2023-08-21
Zoom,Feature_00137,Enhancement to screen share experience,"Zoom Contact Center has made updates to the screen share experience for agents and consumers, mirroring other Zoom products. Agents and consumers have full control over starting, stopping, and pausing screen shares. The new screen share design eliminates any disjointed video experiences and provides a more intuitive and user-friendly interface for agents and consumers.",2023-08-21
Zoom,Feature_00138,Enhancements to voice conference,"When an agent starts a voice conference call, they can pass ownership to another agent in the conference. The agent obtaining ownership must be in at least one voice queue. When there are no users in the conference, the agent can leave the conference call without ending the call for the remaining participants.",2023-08-21
Zoom,Feature_00139,Tagging within an SMS thread for user,"If Call Queue members have Team SMS enabled, they can assign other members within a message to share information with each other. Tagging is only allowed for members who are part of the same call queue; they cannot tag someone who is not a member. Members will be able to differentiate between the original message and any tagged messages, along with knowing the original date the message was received.",2023-08-21
Zoom,Feature_00140,VIP delegation for call handling,"Call delegation has been enhanced to provide delegators with the ability to designate specific contacts as VIP contacts. These VIP contacts are granted the privilege to bypass the delegate and directly call the delegator. Managing the VIP contacts list can be done on the client side. Delegators have the option to allow their delegates to handle their VIP contact list, granting them the authority to add or remove contacts on behalf of an executive. The regular call handling setup remains intact. However, the delegator has the flexibility to choose a ring sequence that allows the delegate to receive the call first. This feature is disabled by default and requires a Zoom Phone Power Pack license.",2023-08-21
Zoom,Feature_00141,WiFi signal strength tracking,"Desktop client users can view their current WiFi connection statistics, such as RSSI level, noise, and more, through the Statistics tab in client settings. This data is also available to account admins viewing a meeting participant’s network statistics in the Zoom Dashboard, allowing them to view connectivity issues and trends over the duration of the meeting.",2023-07-24
Zoom,Feature_00142,AV1 video codec,"To provide higher quality video without also increasing bandwidth usage, Zoom is rolling out a new video codec to free accounts. Use of codecs, including AV1, is adaptive, meaning that Zoom will choose the most appropriate codec for each user's environment.",2023-07-24
Zoom,Feature_00143,Disable remote control for external users,"Account admins can restrict the ability of guest participants to remote control another participant’s screen during share. This allows internal participants to continue to use remote control as needed, while external unauthenticated participants are blocked from requesting or being given remote control of shared screens. Previously, remote control could only be controlled for all meeting participants. This feature must be enabled by Zoom.",2023-07-24
Zoom,Feature_00144,Hide meeting window option for in-meeting chat screenshot,"Participants using in-meeting chat can choose to hide the Zoom meeting window when capturing a screenshot. This can be especially useful for single-screen users, as the Zoom window is immediately hidden when starting a capture, and returns when the screen shot is selected or the process is canceled.",2023-07-24
Zoom,Feature_00145,Meeting Summary: Next Steps and Segment Titles,"The Meeting Summary feature, which uses AI to analyze and summarize in-meeting discussions, is enhanced to also include a list of next steps mentioned in the meeting and titles for each segment of the meeting . These next steps and segment titles are included in the email and Team Chat summary shared with the host and participants (if allowed).",2023-07-24
Zoom,Feature_00146,Unified meeting scheduler,"The main meeting scheduler on the Home tab of the Zoom desktop client is changing to align with the event scheduler used by Zoom Calendar, simplifying scheduling with Zoom for whichever method you choose. This feature requires version 5.15.5 or higher.  This change is rolling out to free accounts over the coming weeks.",2023-07-24
Zoom,Feature_00147,Translation enhancement added to right-click menu actions,"Right-clicking text that is in an email displays a menu, providing options to copy or translate the text.",2023-07-24
Zoom,Feature_00148,Import Office 365 emails to Zoom Mail,Users can import their emails from Office 365 to their Zoom Mail account.,2023-07-24
Zoom,Feature_00149,Private label for delegators,Delegators can move emails or filter emails into a private label in the inbox. Delegates cannot see or access emails that are in the private label.,2023-07-24
Zoom,Feature_00150,Exit a delegated inbox,Delegates can permanently leave an inbox they are delegated. The delegator will be notified if a delegate chooses to leave their inbox.,2023-07-24
Zoom,Feature_00151,Optional attendees,"When scheduling an event, users can mark attendees Optional so that these attendees know they are not required to join.Once the meeting is created, optional attendees will receive invitation emails that indicate they are not required to join the meeting.",2023-07-24
Zoom,Feature_00152,Support for Whiteboard integration with Zoom Calendar,"When users create a Zoom Calendar invite, they can add a new or existing whiteboard directly in their invite. When users attach a whiteboard to an invite, it becomes a simplified link in the email invite.",2023-07-24
Zoom,Feature_00153,Suggested times when scheduling an event,"The suggested time automatically recommends available time slots based on all attendees' availability. Previously, when scheduling an event/meeting, the host manually looked at each attendee's availability to find a mutually available time. Note: This feature is currently only available for Google and Zoom Calendar users.",2023-07-24
Zoom,Feature_00154,Show secondary time zone,"Users can see two time zones side by side when they collaborate with a colleague from a different time zone. Users can also enable or disable the second time zone when they schedule meetings with colleagues in the same time zone. Additionally, users can also customize the name of each time zone.",2023-07-24
Zoom,Feature_00155,Additional MSI/PLIST/GPO/MDM option: Disable first install onboarding experience - DisableZoomOnboarding,"Disabled by default, this allows admins to disable the onboarding experience displayed the first time the Zoom desktop client is installed.",2023-07-10
Zoom,Feature_00156,Video quality improvements,Improve video quality in large webinars with more than 10k attendees by allowing a higher upload bitrate.,2023-06-20
Zoom,Feature_00157,Share multiple desktop screens,"Screen sharing has been enhanced to allow meeting participants to share 2 desktop screens at once. Previously, participants could only share one desktop or multiple different open programs at the same time.",2023-06-20
Zoom,Feature_00158,Suspend participant activities enhancement for breakout rooms,"When the host of the meeting uses the Suspend Participant Activities option under Security controls, in addition to stopping all screen shares, video, and audio, all breakout rooms will be closed and participants are returned to the main session. Previously, breakout rooms were unaffected by this security control.",2023-06-20
Zoom,Feature_00159,Refined sending/receiving meeting invites and calls,"When sending or receiving a call to join a meeting, users will now be able to minimize the notification, allowing them to return to the previous screen without having to immediately dismiss or cancel the call in order to briefly return to task.",2023-06-20
Zoom,Feature_00160,Transfer webinars between devices,"Seamlessly transition Zoom Webinars from mobile to desktop and back to mobile, allowing users to take advantage of the mobility of the mobile client and the more feature-rich desktop client to suit their needs.",2023-06-20
Zoom,Feature_00161,Webinar Breakout Rooms,"Webinar hosts can create smaller breakout sessions during their webinar, similar to those available in Zoom Meetings. The host can specify how many rooms they want to create, then manually assign attendees to each room, or have attendees automatically assigned to rooms. These breakout rooms are independent in terms of audio and video from the main webinar session, but hosts can move freely in, out, and between open breakout rooms. Webinars can have up to 1000 attendees split across 100 rooms. This requires a Zoom Events or Zoom Sessions license. This feature will not be immediately available, as it is dependent on a backend server update currently scheduled for June 26, 2023.",2023-06-20
Zoom,Feature_00162,Moving Phone icon to header in one-on-one Chats,"Users can quickly make phone calls within a one-on-one chat, through the phone call option in the header. Previously, the option to make a phone call was not available through a 1:1 chat.",2023-06-20
Zoom,Feature_00163,Enhanced mobile Team Chat information architecture,"The mobile Team Chat experience has been redesigned to enhance its organization and improve usability. The following changes have been made: (1) Vertical toolbar tabs: Mobile users can see vertical toolbar tabs, similar to the desktop version. (2) Customizable toolbar order: Users have the flexibility to customize the order of the toolbar according to their preferences. (3) Message ordering: Messages are now listed in the order of unread to most recent. (4) Filters: Filters have been added to provide users with different views, such as Mentions, Direct Messages, and Unread messages. (5) User Profile icon relocation: The User Profile icon has been moved to the top left corner of the mobile screen for easier access to status messages and Team Chat settings.",2023-06-20
Zoom,Feature_00164,Screen sharing in Team Chat,"Users of Team Chat can instantly share their screen during a one-on-one chat. Similar to screen sharing options in meetings, Team Chat users have the flexibility to choose what they want to share and can even share multiple screens. This feature must be enabled by Zoom and will not be immediately available, as it is dependent on a backend server update currently scheduled for June 24, 2023.",2023-06-20
Zoom,Feature_00165,Import emails to Zoom Mail,Users can import their emails from Gmail to their Zoom Email account.,2023-06-20
Zoom,Feature_00166,Shared inboxes in Zoom Mail,Users can access and use shared inboxes from Zoom Mail.,2023-06-20
Zoom,Feature_00167,Mention users in an email,"Users can mention other users when composing an email. Users can type @username to highlight other users’ names in an email, and those users will be added to the recipients list if they are not already included.",2023-06-20
Zoom,Feature_00168,Show calendar provider account,"When users access Zoom Calendar client settings, they can use the Accounts section to see the email account that they signed in with and view other email provider accounts. The events of the selected provider will appear in the calendar home page.",2023-06-20
Zoom,Feature_00169,Show or hide declined events,Users can choose to display or hide all their declined meetings on their calendar.,2023-06-20
Zoom,Feature_00170,Access settings for Google and Microsoft calendars in Zoom Calendar Settings,"Users can control settings for Google and Microsoft in the Zoom client’s Calendar Settings. Previously, users had to return to the provider’s native calendar page to access those calendar’s settings.",2023-06-20
Zoom,Feature_00171,Join button for Zoom meetings,"In the Calendar tab, a Join button will appear on the top-left corner of the event card 15 minutes before and after an event/meeting starts. This is consistent with the sidebar behavior. Users can click the Join button on the event card to automatically join a Zoom meeting. Note: The Join button will not appear for declined events.",2023-06-20
Zoom,Feature_00172,Unified Zoom Calendar scheduler window,"Users who have Zoom Calendar enabled can open the sidebar scheduler that has the Find a Time feature when scheduling meetings in the Home tab, calendar, or channels. Users who have Zoom Calendar disabled will continue to use the existing scheduler pop-up window.",2023-06-20
Zoom,Feature_00173,Meeting Assets,"When enabled, hosts and participants with a calendar integration set up can view meeting assets, which are a helpful way to keep track of important details before, during, and after the meeting. Meeting assets include participant join status, meeting chat links and attachments, and recordings.",2023-06-20
Zoom,Feature_00174,Silence incoming calls,Users can silence any incoming calls as desired.,2023-06-20
Zoom,Feature_00175,Add participants to barged phone calls,"If a user belongs to a shared line group, they have the ability to include additional participants in calls that they have barged in (interrupted). In such calls, it is possible to add up to 10 participants.",2023-06-20
Zoom,Feature_00176,Opt in/out of Shared Line Groups,"Users now have the option to conveniently opt in or out of a shared line group directly from their Zoom client. In the event that a shared line group is deactivated by their admin, users can easily identify the inactive status of the shared line group within their web portal settings.",2023-06-20
Zoom,Feature_00177,Live transcriptions for voice engagements,"If enabled by an admin, agents can view live transcriptions during voice engagements. Admins can enable a prompt to play when the transcription has started or ended.",2023-06-20
Zoom,Feature_00178,Support for name pronunciation in Profile card,"Users that have added a description of how to pronounce their name in their Profile page in the Zoom web portal, will have an additional tooltip next to their name in their Profile card, indicating how their name is properly pronounced. This feature will not be immediately available, as it is dependent on a backend server update currently scheduled for June 5, 2023.",2023-05-29
Zoom,Feature_00179,Additional MSI/PLIST/GPO/MDM options,"Remove Sign up option - DisableUserSignUp: Disabled by default, this policy allows admins to disable the Sign Up option on the Zoom app, which would otherwise be displayed with Join a Meeting and Sign In options upon opening the Zoom app.",2023-05-29
Zoom,Feature_00180,Enhanced captioning control for hosts/co-host,"Hosts can have greater control of captioning use and the speaking language for the meeting. If enabled in web settings, captions can only be enabled by the host. Participants in the meeting can request captioning be enabled, which prompts the host (and co-hosts) to enable captioning and choose a speaking language. This feature will not be immediately available, as it is dependent on a backend server update currently scheduled for June 11, 2023.",2023-05-29
Zoom,Feature_00181,Zoom IQ Meeting Summary,"Hosts can initiate an AI generated summarization of the current meeting. This summary is emailed, as well as posted to Team Chat. The ability to receive the meeting summary can be restricted to the host alone, the host along with users on their same account, or extended to all attendees of the meeting, including invitees outside of their organization. All meeting participants will be notified that the summary is being generated, and the meeting host can stop the summary at any time, if necessary. This feature is available as a free trial for Zoom Pro, Zoom Business, Zoom One Business Plus, Zoom One Enterprise, Zoom One Enterprise Plus, and Enterprise Bundle accounts. This feature will not be immediately available, as it is dependent on a backend server update currently scheduled for June 5, 2023.",2023-05-29
Zoom,Feature_00182,Persistent audio channel selection,"When utilizing multiple audio channel inputs, those selections will be persistent between meetings, removing the need to set these audio preferences each meeting.",2023-05-29
Zoom,Feature_00183,Raise hand enhancements,"The visibility of participants that have raised their hand is enhanced to make it easier for hosts to be aware of raised hands and take action to address that participant. A new notification will appear for those who raised their hand, with the option to immediately open the Participants panel and take action, such as requesting their unmute to ask their question. Users can enable an audio chime through client settings for when someone raises their hand. Lastly, after speaking with your hand raised, Zoom will start a countdown to lower your hand, unless manually canceled by the user. This feature must be enabled by Zoom.",2023-05-29
Zoom,Feature_00184,Continuous Meeting Chat file and images synchronization,"Files and images shared during the meeting synchronize with the dedicated group chat created for the meeting, allowing participants to access them after the meeting. In the same fashion, files and images shared in the dedicated meeting group chat will synchronize with in-meeting chat.",2023-05-29
Zoom,Feature_00185,Chat Compose with Zoom IQ,"Compose with Zoom IQ in Team Chat writes your messages for you by leveraging context from your conversation. You’ll maintain the ability to change messages by adding tone, inputting prompts, or changing the length of the message to give you confidence in what you’re communicating. This feature will not be immediately available, as it is dependent on a backend server update currently scheduled for June 5, 2023.",2023-05-29
Zoom,Feature_00186,Delegate access for Zoom Mail Service,"Zoom Mail Service users can assign delegate mail access for other Zoom Mail Service users on their account, allowing them to view, reply, and compose emails on behalf of the user. Delegating users can also enable settings to include the delegate's email on outgoing email (Sent by…) and keep emails marked as unread, even if the delegate has opened it. Additionally, users assigning delegated access will automatically have the encryption key change notification enabled for each delegated user.",2023-05-29
Zoom,Feature_00187,Email templates,"Users can create email templates to facilitate sending repeated emails with prepared content. Templates can include images and rich-text formatting, as well as be shared with others in your account.",2023-05-29
Zoom,Feature_00188,Option to hide booking schedules,"Calendar users also utilizing Zoom Scheduler can choose the visibility of their booking schedules when viewing their calendar. These are outlined on the left side of each calendar day, indicating when a booking schedule is active and meetings may potentially be scheduled.",2023-05-29
Zoom,Feature_00189,Support for scheduling Zoom Room as location,"Calendar users with Zoom Rooms on their account can easily search for and select Zoom Rooms as the location for the meeting, reserving the specified Zoom Room for that date and time and adding the calendar event to the Zoom Room’s upcoming meetings for that date.",2023-05-29
Zoom,Feature_00190,Show invitee's calendar when scheduling,"When creating a calendar event, each additional invitee’s calendar events will be shown next to your own, aiding in finding a date and time that suits all invitees.",2023-05-29
Zoom,Feature_00191,Share missed call details,"Users who have been assigned a Power Pack license can now take notes during or after a call and easily share the details with anyone using Zoom Team's chat messaging feature. As a Power Pack user, you also have the option to create multiple call drafts and save them for later, in case you need more time to review and finalize your notes before sending them. The notes can include important details like the caller's name, phone number, date and time of the call, and entry point of the call. This feature requires version 5.14.10 or higher.",2023-05-29
Zoom,Feature_00192,IP address access restriction for SMS attachments,Users will be unable to access their SMS attachments if they are not accessing them from the specific IP addresses permitted by the admins.,2023-05-29
Zoom,Feature_00193,Additional MSI/PLIST/GPO/MDM options,"Allow use of Zoom Mesh - EnableMeshNetworking: Enabled by default, this policy allows admins to control use of Zoom Mesh, even if Zoom Mesh is enabled and deployed for their account and location.",2023-04-18
Zoom,Feature_00194,Custom text color for captions,Users can customize the color of the captioning text with a color palette to suit their needs for automated and translated captions.,2023-04-18
Zoom,Feature_00195,Interpreter exemption to host preventing participants from unmuting,"Host designated interpreters will be able to unmute themselves even when the host prevents participants from unmuting themselves. Previously, all participants in a meeting, except for the host and co-host, were blocked from unmuting if the host prevented unmuting through the in-meeting security controls.",2023-04-18
Zoom,Feature_00196,Zoom IQ Meeting Summary,"Users can enable this feature to take advantage of the wealth of information generated in meetings. After enabling on the web portal, the smart summary will create transcripts of your meetings, including next steps for participants. All meeting participants will be notified that the summary is being generated, and the meeting host can stop the smart summary at any time, if necessary.",2023-04-18
Zoom,Feature_00197,Webinar automated and translated captions enhancements,"Translated captions in webinars are enhanced to make it simpler for attendees while providing hosts with greater control before the webinar starts. Hosts can set their own speaking language, as well as the speaking language of the webinar and of each panelist, before the webinars starts. To avoid confusion, webinar attendees will have the speaking language option removed from their controls, but can still choose the language they want captions translated to if translated captions are available in the webinar.",2023-04-18
Zoom,Feature_00198,Webinar Resources - Speakers details,"Webinar hosts can also add information about their speakers, which will appear in the Resources tab during the live webinar. Information such as name, profile picture, job title, company details, biography, and links to social media can be provided. This feature will not be immediately available, as it is dependent on a backend server update currently scheduled for May 13, 2023.",2023-04-18
Zoom,Feature_00199,Changing Continuous Meeting Chat ownership,"Users with scheduling privileges can change the host of a meeting, and if Continuous Meeting Chat is enabled, the ownership of that associated chat channel will also be transferred to the new host.",2023-04-18
Zoom,Feature_00200,Adding guest participants to dedicated group chat for Continuous Meeting Chat,"When the host ends a meeting with Continuous Meeting Chat enabled and guest participants in attendance, the host will be prompted to review the guest attendees and choose if they want them added to the group chat and continue having access to the discussion. By default, guest participants, which are participants not directly invited to the meeting through the calendar event, only have access to the chat discussion while in the meeting.",2023-04-18
Zoom,Feature_00201,"Increase max file size for Team Chat (1:1s, Group Chats, Channels)",The maximum file size that Team Chat users can upload and share files with others is increased to 1 GB per file. Account owners and admins who use file transfer controls can allow files of up to 1 GB to be shared in a Team Chat. Previously admins could allow files of up to 512 MB.,2023-04-18
Zoom,Feature_00202,Additional supported languages for Message Translation,"The following additional languages are supported: Arabic, Hebrew, Bangla, Danish, Indonesian, Malay, Norwegian, Tagalog, Tamil, Telugu, Thai, and Swedish.",2023-04-18
Zoom,Feature_00203,Sort inbox by unread,Users can sort their emails to view their unread emails first.,2023-04-18
Zoom,Feature_00204,Out-of-office notice for internal recipients,"When adding an internal recipient to an email and that recipient currently has their status set to Out of Office, users will be notified of that user’s current status. This can set the expectation that the recipient may not respond promptly.",2023-04-18
Zoom,Feature_00205,Encryption key change notification,"Zoom Mail Service users can choose to be notified when a recipient’s encryption key has changed, which can help prompt users to reach out to the recipient through another method, confirming the change is to be expected and there is no security risk with this change.",2023-04-18
Zoom,Feature_00206,Take over video engagements,"If enabled by an admin, supervisors can take over an active video engagement.",2023-04-18
Zoom,Feature_00207,Transfer to Zoom Phone voicemail,Agents can transfer a voice engagement directly to a Zoom Phone user's voicemail.,2023-04-18
Zoom,Feature_00208,Ask consumer to unmute,Agents can use the participants list to ask the consumer to unmute. Participants will receive a prompt asking them to confirm the action to unmute.,2023-04-18
Zoom,Feature_00209,Address book contacts for chat and video,"Agents can add web chat and video consumers to the address book. This applies to in-app and web engagements in the chat and video channel. When agents receive an engagement, they will see the associated contact's information.",2023-04-18
Zoom,Feature_00210,Out of Office presence status,"Users can set their status to Out of Office, better indicating the user is away for an extended period of time and will not likely respond to messages, meeting invitations, phone calls, etc.",2023-03-20
Zoom,Feature_00211,Auto-start captions when joining meetings and webinars,"Meeting participants and webinar attendees can select, through the client accessibility settings, to have automated captioning automatically appear, if captions are available in the meeting or webinar.",2023-03-20
Zoom,Feature_00212,Enhanced caption customization options,Users can customize the width of captions in a meeting or webinar to suit their needs.,2023-03-20
Zoom,Feature_00213,Show participant names in immersive view,"Participants’ display names are included when placed into immersive view, making it easier to find and manage participants.",2023-03-20
Zoom,Feature_00214,Screen sharing layouts for immersive view,"When using an immersive view and a participant begins sharing their screen, the immersive view will shift to provide space for the shared content to be viewed in a modified layout. Previously, starting a screen share caused the immersive view to be stopped for all.",2023-03-20
Zoom,Feature_00215,Live performance audio,"Users performing live in a meeting, with a physical instrument or their own voice, can enable the Live Performance audio option in the client, which aims to reduce the audio latency to ~30-50ms. This setting must be enabled for all users in the meeting, otherwise standard audio latency is achievable. This requires an audio device that supports 48kHz sample rate, and can be impacted by your network connection, so ethernet connections are recommended.",2023-03-20
Zoom,Feature_00216,Additional gallery view sorting options,"Hosts can sort the order of video tiles in Gallery view, choosing from options including sorting by first name (ascending and descending), last name (ascending and descending) and meeting entry time (ascending and descending). This feature must be enabled for use by an admin in web settings.",2023-03-20
Zoom,Feature_00217,Retain chat messages from breakout rooms,"When using the new meeting chat experience, users will be able to view the main meeting chat message history when  they join a breakout room and also view breakout room chat history when they return to the main meeting. Previously, the new meeting chat experience did not support messages following in and out of breakout rooms.",2023-03-20
Zoom,Feature_00218,Chat failover recovery support for new meeting chat experience,"In situations when the Zoom app crashes unexpectedly during a meeting, the new meeting chat experience will be able to recover messages you previously had access to when rejoining the meeting.",2023-03-20
Zoom,Feature_00219,Continuous Meeting Chat,"Meeting hosts can schedule a meeting and invite contacts, who are added to both the calendar event for the meeting and the dedicated Team Chat group chat. This group chat and its messages are accessible by members before, during, and after the scheduled meeting.",2023-03-20
Zoom,Feature_00220,Restrict/disable @all mentions in a channel,"If allowed by admins, Team Chat channel owners can disable or restrict use of the @all mention within that channel.",2023-03-20
Zoom,Feature_00221,Message translation,"Users can translate messages sent to them in other languages, better facilitating communication between teams in different regions. Zoom will detect the language of the original message and, when prompted, translate the message to the default language used by the Zoom app. Users can also choose other target languages for the message to translate to. This feature will not be immediately available, as it is dependent on a backend server update currently scheduled for April 2nd.",2023-03-20
Zoom,Feature_00222,Support for Team Chat message encryption with Customer Managed Key (CMK),"Customer Managed Key (CMK) encryption can be extended to include encryption of Team Chat messages. Team Chat messages join other items already covered by CMK encryption, including Zoom Phone voicemails and recordings, Meeting and Webinar recordings, compliance archiving, and certain tokens.",2023-03-20
Zoom,Feature_00223,Dark mode for Zoom Mail,The Zoom Mail tab supports displaying your inbox in the dark theme.,2023-03-20
Zoom,Feature_00224,Zoom Assistant,"If the phone feature is enabled by their admins, users with a Zoom Phone Pro license will have access to an onscreen phone panel allowing them to search for contacts, create and manage speed dials, take, make, and transfer calls. With the addition of the Power Pack license, the same UI panel will provide the user with additional functionalities to answer calls for call queues and shared lines groups. Users can manage the visibility of Zoom Assistant from their client settings. This feature requires the client version 5.14.0 or higher.",2023-03-20
Zoom,Feature_00225,IP address access control,"Admins can allow their users to access their phone recording and voicemail attachments only from specific IP addresses. If the user is out of the designated IP address, those items will not be accessible in the client.",2023-03-20
Zoom,Feature_00226,Tap to hot desk into your IP phone,"If enabled by their admins, users can use their Zoom client on their mobile to quickly sign into an IP Phone by simply tapping the Tap to Hotdesk option. This feature requires version 5.14.0 or later and an Android or iOS device supporting NFC.",2023-03-20
Zoom,Feature_00227,Chat channel for call queues,"If enabled by their admin, members of a call queue will be able to directly communicate with each other through an admin-created chat channel.",2023-03-20
Zoom,Feature_00228,Enhancement to Personal Contacts,"Users can now create a personal contact directly from their call history using the phone number associated with any inbound or outbound call. The contact can then be starred for quick access. Users will be able to enter items such as the first and last name of the caller, their company, their email when adding the contact.",2023-03-20
Zoom,Feature_00229,Queue selection enforced for direct voice transfers,"If an agent transfers a voice engagement to another contact center user, they can only transfer to users who are also members of at least one queue. If the agent is transferring to a user who is a member of more than one queue, they will be prompted to select the voice queue that the engagement will be a part of.",2023-03-20
Zoom,Feature_00230,Warm transfer video engagement,Agents can perform a warm transfer for video engagements to another agent or supervisor. Warm transfers enable agents to converse with the receiving agent before completing the transfer. Account owners and admins can use the engagement log to view when an agent warm transfers a video engagement.,2023-03-20
Zoom,Feature_00231,Muted or low volume notification,Agents and consumers in voice or video engagements will see a notification if they are muted or if their speaker is set to a low volume.,2023-03-20
Zoom,Feature_00232,Caller verified icon for incoming calls,"Zoom Contact Center will show “caller verified” check marks to help agent identify potential robocalls and spam calls. A check mark icon appears if the carrier has authenticated the calling party, and they are authorized to use the calling number. The check mark icon appears in the call log and inbound voice call notifications for these inbound call scenarios: Extension to extension calls in the same account; Calls from Zoom Phone to Zoom Contact Center; or Incoming calls from the U.S. public telephone network when the originating carrier has provided an A-level attestation per STIR/SHAKEN guidelines.",2023-03-20
Zoom,Feature_00233,UI enhancements to screen sharing,Agents and consumers will see a notification panel and screen share preview when they start sharing their screen during a video engagement. The other party will also see a notification indicating they are viewing a shared screen.,2023-03-20
Zoom,Feature_00234,Upgrade web chat or SMS to voice,"If enabled by an admin, agents can upgrade a web chat or SMS engagement to a voice engagement.",2023-03-20
Zoom,Feature_00235,Blurred video backgrounds,"If enabled by an admin, agents can enable or disable blurred backgrounds during video engagements.",2023-03-20
Zoom,Feature_00236,Zoom Apps Collaboration through Screen Share,"Users will be able to more easily collaborate with an app from within their meeting or webinar. When users open the screen share window, a new Apps tab will display all apps that support Collaborate mode. If the Zoom Apps quick-launch setting is disabled, they won’t be able to see the Apps tab in the screen share window.",2023-03-20
Zoom,Feature_00237,Activity Center,"Notifications for cloud recordings and transcripts, missed phone and video calls, received voicemails, SMS messages, and whiteboards will all be consolidated into the Activity Center. Users can view their notifications, mark them as unread, filter the displayed notifications, and control which activities provide a notification. This feature is dependent on a backend server update, currently scheduled for March 5, 2023.",2023-02-27
Zoom,Feature_00238,Zoom Network Connectivity Tool,"This tool allows users to run a series of tests on their network connection, providing insights into any issues they may be experiencing. Logs can be exported to be provided to Zoom Support for more severe issues and troubleshooting, as well as the ability to run the network test on a specific server URL.",2023-02-27
Zoom,Feature_00239,Additional MSI/PLIST/GPO/MDM options: Allow users to access Network Diagnostics Tool - EnableDiagnostic,"Enabled by default, this policy controls the ability for the desktop client to access the Network Connectivity Tool, which allows a user to test their network connection with Zoom services.",2023-02-27
Zoom,Feature_00240,Additional MSI/PLIST/GPO/MDM options: Set IP address for Zoom Mesh local detection - MeshMulticastIP,"Set as 224.0.0.1 by default, this policy allows admins to specify a valid IP address to be a UDP multicast IP for Zoom apps to declare themselves and detect each other in their local sub-network (255.255.255.0). Admins can choose other IP addresses within the range of [224.0.0.1, 239.255.255.255].",2023-02-27
Zoom,Feature_00241,Additional MSI/PLIST/GPO/MDM options: Set network port for for Zoom Mesh nodes - MeshMulticastPort,This policy allows an admin to specify a valid port to be used as the UDP multicast port to communicate with other Zoom Mesh nodes on the network. The default port is 36699.,2023-02-27
Zoom,Feature_00242,Additional MSI/PLIST/GPO/MDM options: Set network port range for Zoom Mesh parent-child node communication - MeshListenPortRange,This policy allows an admin to choose a valid port range that will be used to set up listen sockets for connection requests between Mesh parents and children nodes. The nodes will also use this range to send signals and media data. The default port range is 18801-19800.,2023-02-27
Zoom,Feature_00243,Additional MSI/PLIST/GPO/MDM options: Allow external participants to connect via Zoom Mesh - EnableGuestMesh,"Disabled by default, this allows external users (not on your account) to join a Webinar through the local Zoom Mesh-enabled network. Other requirements must be met, such as the device having the minimum supported client version for Mesh connections and the associated account setting in the web portal also enabled.",2023-02-27
Zoom,Feature_00244,On-demand watermark,"The host of a meeting or webinar can enable or disable the visual watermark as needed during the live session. This must be allowed by account Admins and can be controlled at the Account-, Group-, and User-level web settings. This feature must be enabled by Zoom.",2023-02-27
Zoom,Feature_00245,Custom watermark location,"Meeting hosts can choose where the watermark will appear, helping them avoid locations that distract or obscure the presenter or presentation. This feature must be enabled by Zoom.",2023-02-27
Zoom,Feature_00246,Save my speaking language,"When enabling translated captions, the user can choose to save the selection to be used for future meetings.",2023-02-27
Zoom,Feature_00247,Follow the host option always available,"Meeting hosts will always have the option to push their view of meeting participants to others in the meeting. Previously, this was only available when a custom gallery view organization was set.",2023-02-27
Zoom,Feature_00248,Joining a meeting with Okta authentication for end-to-end encryption (E2EE),"If enabled by their admins, users can join an end-to-end encrypted meeting with identity information provided by Okta. A badge assigned to the user indicates that the information provided by Okta matches those provided by Zoom; meeting participants must review that the displayed account domain and user information are trusted identifiers.",2023-02-27
